transliteration,translation,source_file
1° 'rec.- ti a-na si-mi-im ld-§u,textiles are not for sale,akkadian-translation.csv
3 °Rasur° TOG sa A-Id-dl-e r*qcn -*dum *wa-ar-su-tum al-qé,I have received 3 Akkadian textiles along with the unbleached textiles.,akkadian-translation.csv
9 ù 5 GIN a-ha-ma 1° fit-ut-ma ub-lam,and the same man moreover separately another 5 shekels,akkadian-translation.csv
iß-tù na-áß-pè-er-t°a-/kà˘ lá ta-lá-kà-ni,since no letter of yours arrives here.,akkadian-translation.csv
mì-nam ßa ta-áß-ta-n[a]-/pá-r°a-ni˘ um-ma a-ta-ma,What is the purpose of constantly writing me as follows:,akkadian-translation.csv
ba-pí-ra-am ßa ßa-ku-ul-tim ú ku-<ku>-ba-/tim É °DAM˘.GÀR ni-il5-qé-/ma a-na DAM Ili5-ba-ni ni-dí-in,From a merchant we borrowed beer bread for the banquet and for drinking flasks and we gave them to Il£È-b£ani’s wife.,akkadian-translation.csv
[x x iß-tí] I-na-a-a *°†á-hi-a˘*-ßu-ma a-na kà-ri-im li-im-ßu-ur-ßu,"confront him with Inn£aya, so that the latter can coax him along to the k£arum.",akkadian-translation.csv
a-na °Ku-li-a˘ A-ßur-lá-ma-sí ù A-ßur-lá-ma-sí-ma qí-bi-ma um-ma A-ßur-e-mu-qí,"To Kuliya, Aßßur-lamass£È and Aßßur-lamass£È, thus says Aßßur-em£uq£È,",akkadian-translation.csv
a-wa-tí-kà : ßa É Sà-ba-sí-/a qá-du-um : ßa u4-mu-/kà ßa-ak-nu-ni : ni-ig- °mu˘-ur-ma,"We have settled your affair concerning Sabasiya's house, including the setting of a term for you.",akkadian-translation.csv
a-Ωé-er KÙ.B. ù KÙ.KI ßa t[é-zi?]-bu 1 1/3 ma-na iß-tí °DÙG˘-A-ßur DUMU DÙG-ì-lí 1 ma-na-um 7 G◊N a-na Ωí-ib-tim ni-il5-qé-ma,"And in addition to the silver and gold you had left behind we borrowed 1 1/3 mina from Ê£ab-Aßßur, son of Ê£ab-il£È, at an interest of 7 shekels per mina.",akkadian-translation.csv
a-na pá-ni-/ßu a-°le˘ : ta-mu-ru-ßu-ni tù-ta-ma-ßu,"‘Henceforth, wherever you see him you will make him swear the oath’.",akkadian-translation.csv
a-hu-um pá-ni a-°hi˘-im ú-lá ú-ba-al,and people shall not spare each other!,akkadian-translation.csv
[ku-nu]-ki ßa a-hi-kà [IG]I A-ßùr-lá-ma-sí DUMU A-ßur-ma-lik °ù˘ Íu-Iß-ha-ra DUMU I-na-Sú-in [l]i-me-e áp-qí-da-kum,"In the presence of Aßßur-lamass£È, son of Aßßur-m£alik, and Í£u-Ißhara, son of Enna-Suen, the lim£u, I entrusted it to you under the seals of your brother.",akkadian-translation.csv
ù ma-ah-ri-ßu-nu-°ma KÙ.B.˘ ku-nu-ki °ßa˘ a-h[i-a áp-qí-da-kum],And it was in their presence that I entrusted you the silver with my brother’s seals’.”,akkadian-translation.csv
i-na 1/3 ma-na 4 G√N [KÙ.B.] ßí-im am-tí-im ßa a-n[a] A-ta-na-ah : a-dí-nu-ßu-ni 4 G√N KÙ.B. a-na A-°hu˘-[qar?] i-dí-in,"Of 24 shekels of [silver], the price of the slave-girl, which I had given to Atanah, he gave 4 shekels of silver to Ah[u-waqar]?",akkadian-translation.csv
7 G√N KÙ.B. °Ωa-ru˘-pá-am i-li-bi4 Íu-Ku-bi4-im DUMU Íu-Be-lúm Be-lú-ba-ni i-ßu,"7 shekels of refined silver due by Íu-K£ubum, son of Íu-B£elum, to B£elum-b£ani,",akkadian-translation.csv
30 5/6 °ma-na˘ sà-am-támsic ßa ba-ri-ni 5 ma-na 6 G√N KÙ˘.B. °it˘-ba-al,"30 5/6 minas of carnelian, our joint property, cost 5 minas 5 shekels of silver.",akkadian-translation.csv
ßa-ni-a-tù i-pì-ßu ßa-°ak˘-na,he has evil intentions!,akkadian-translation.csv
ni-ßa-me-ma 30 ANÍE Tù-i-mu-um DUMU *A-°ßùr˘ki * ha-ra-an sú-qí-nim ú-ß[é-ri-b]a-am,"We hear that an Assyrian, T£u®imum, has brought in 30 donkeys by way of the sukinnu-road.",akkadian-translation.csv
1 ma-na-um 3 G√N KÙ.B. ßa-du-[a-sú] Ωa-áb-[ta-m]a KÙ.B. °ß˘a-áß-qí-lá-ßu-°ma˘ Ku-li-a i-pá-ni-ßu-<<nu>> li-ni-iß-a-am,Charge everone his ßaddu®utu-tax at a rate of 3 shekels of silver per mina. and make him pay the silver and let Kuliya personally! bring it here.,akkadian-translation.csv
[a-na ◊-lí-ba-n]i °ù Ku-li˘-[a] [qí-b]i-ma um-ma A-ß[ùr-e-nam-ma],"To Il£È-b£ani and Kuliya, say, this is what Aßßur-ennam says:",akkadian-translation.csv
[a-na Wa-a]h-ßu-ßa-na a-na °Ωé-ri-kà˘ [ub-lam]-ma um-ma a-na-ku-m[a] a-ma KÙ.B. [i-na] ku-nu-ki ßa Ku-lia áp-qí-da-ku-/um,I brought it to Wahßußana to you and I said: ‘Herewith I entrust to you silver under the seals of Kuliya.’,akkadian-translation.csv
a-na-ku-ma A-ßù[r-lá-ma-/sí] ú Íu-Iß-ha-ra li-mu-ú ù ma-ah-ri-ßu-nu-°ma KÙ.B.˘ áp-qí-da-kum,"I answered: ‘Aßßur-lamass£È and Íu-Ißhara were l£Èm£u, and it was in their presence that I entrusted you the silver’.’",akkadian-translation.csv
µ-Ωur-ßa-Ißtar DUMU Da-da-a i-na Né-eh-ri-a aΩ-ba-at-/ma 1 ma-na ßí-a-ma-tí-ßu a-na 4 ma-na KÙ.B. i-tù-ur-ßu-ma a-wa-at-ni *°i˘-na-me-er,"I seized UΩur-ßa-Ißtar, son of Dadaya, in Nehriya and merchandise of his worth 1 mina had become 4 minas of silver for him and so our affair was cleared up.",akkadian-translation.csv
1 1/3 ma-na KÙ.B. i-°na?˘ KÙ.B.-áp A-bu-ßa-lim DUMU E-na-Su-in ßa Hu-ut*-[x (x)] a-na A-na-ah-ì-lí DUMU DÙG-Ωí-lá-A-ßur i-dí-nu-ma †up-pu-ßu ih-ri-mu-ma i-n[a] †up-pí-im ßa ku-nu-uk A-na-ah-ì-lí lu ßu-mì A-b[u-ßa]-/lim ú-du-ú : lu ßu-mì DAM.GÀR ú-du-ú KÙ.B. ú Ωí-ba-sú ßa †up-pí-im ßu-wa-tí A-ßur-ma-lik DUMU Ku-ra-ra Ku-li-a DUMU A-lá-bi4-im ù Íu-Be-lim DUMU Pu-qí-dí ßa ki-ma A-ßur-DÙG DUMU A-bu-ßa-lim ßa-bu-ú,"1 1/3 mina of silver from the silver of Abu-ßalim, son of Ennam-Suen, which Hut..... gave to Anah-il£È, son of Ê£ab-Ωilli-Aßßur, and for which he drew up a valid record and in which tablet, sealed by Anah-il£È, either the name of Abu-ßalim or simply “the creditor” is indicated - with the silver and the interest on it, of the afore-mentioned tablet, Aßßur-m£alik, son of Kurara, Kuliya, son of Ali-abum, and Íu-B£elum, son of Puqidi, the representatives of Aßßur-†£ab, son of Abu-ßalim, are satisfied.",akkadian-translation.csv
10-tim ú ßa-du-a-tám li-°qé˘-a-ma ßa ba-ri-ni li-li-kam-ma G√R ßa A-ßur li-it-ma-ma ßa-du-a-tám nu-ta-ar-ßu-um,still take the tithe and the ßaddu®utu-tax and let one who is one of us come here to swear an oath by Aßßur’s dagger then we will give him back the ßaddu®utu-tax.,akkadian-translation.csv
i®-da-ma [IGI Ku]-li-a ßí-ip-ri-ni G√R ßa A-ßur ßé-Ωí-a-ma a-hu-um pá-ni a-°hi˘-im ú-lá ú-ba-al,Do not fail to produce Aßßur’s dagger in the presence of Kuliya and people shall not spare each other!,akkadian-translation.csv
ma-ma-an ha-ra-/an sú-ki-nim e-ma-re sé-er-dam ú-ßé-r[i-ba]-ni-/ma a-ma-kam uß-té-bu-lu˘-ni lu wa-ßí-ib kà-ri-im 1 °ma˘-na-um 3 G√N KÙ.B. ßa-[áß-q]í-lá-ßu-ma Ku-li-a i-pá-ni-ßu li-ni-iß-a-am,"Whoever has brought in loaded donkeys via the sukinnu-road in order to do business over there, even when he is a resident of a k£arum, make him pay 3 shekels of silver per mina and let Kuliya personally bring it here.",akkadian-translation.csv
Éb'4-t°m sa ki-là-li-su-nu-ma i-là pi-nu ù i-sa-ru-ù a-na ba-ri-su-nu-ma,"The house belongs to both of them, and whether they become poor or rich, it belongs to both of them.",akkadian-translation.csv
a-na °I-dí-Ku˘-bi-im A-na-ah-ì-lí ú Puzur2-A-ßùr a-na A-na-ah-ì-/lí qí-bi-ma um-ma Ku-li-a-ma,"To Iddin-K£ubum, Anah-il£È, and Puzur-Aßßur, especially to Anah-il£È, thus says Kuliya:",akkadian-translation.csv
[a-na Wa-a]h-ßu-ßa-na a-na °Ωé-ri-kà˘ [ub-lam]-ma um-ma a-na-ku-ma a-ma KÙ.B. [i-na] ku-nu-ki ßa Ku-lia áp-qí-da-ku-um,I brought it to Wahßußana to you and I said: ‘Herewith I entrust to you silver under the seals of Kuliya.,akkadian-translation.csv
1 ma-na ßí-a-ma-tí-ßu a-na 4 ma-na KÙ.B. i-tù-ur-ßu-ma a-wa-at-ni *°i˘-na-me-er,and merchandise of his worth 1 mina had become 4 minas of silver for him and so our affair was cleared up.,akkadian-translation.csv
10-tim ú ßa-du-a-tám li-°qé˘-a-ma,still take the tithe and the ßaddu®utu-tax,akkadian-translation.csv
ma-ma-an ha-ra-an sú-ki-nim e-ma-re sé-er-dam ú-ßé-r[i-ba]-ni-ma a-ma-kam uß-té-bu-lu˘-ni lu wa-ßí-ib kà-ri-im 1 °ma˘-na-um 3 G√N KÙ.B. ßa-[áß-q]í-lá-ßu-ma,"Whoever has brought in loaded donkeys via the sukinnu-road in order to do business over there, even when he is a resident of a k£arum, make him pay 3 shekels of silver per mina",akkadian-translation.csv
lá-°ak-nu˘-uk-ma lu-<< ú>>-ßé-bi4-lá-k[i]-im,I will seal it and send it to you.,akkadian-translation.csv
1/2 ma-na 2 GIN KÙ BABBAR sa-ru-pà-am i-sé-er Su A-nim DUMU A-zu-za-a DAM.GARr°-nm i-hr,The merchant has 1/2 mina and 2 shekels of refined silver against Shu-Anum son of Azuza.,akkadian-translation.csv
in ITI GAN ZÜ.LUM.MA a4 20 GUR ina UNUGI° i-nam-din,"He will repay the dates, namely twenty kurrus, in the month Kislimu, in Uruk.",akkadian-translation.csv
GABA.RI °a4KI IB LUGAL ša Jipréti,a copy of a sealed royal administrative (state) document,akkadian-translation.csv
mì-nam ßa ta-áß-ta-n[a]-/pá-r°a-ni˘ um-ma a-ta-ma Ωú-ba-tí ha-am-ßa-at ßé-bi4-li-/i[m],What is the purpose of constantly writing me as follows: ‘Send me five textiles!’,akkadian-translation.csv
[a-na Wa-a]h-ßu-ßa-na a-na °Ωé-ri-kà˘ [ub-lam]-ma um-ma a-na-ku-m[a],I brought it to Wahßußana to you and I said:,akkadian-translation.csv
ù ma-ah-ri-ßu-nu-°ma KÙ.B.˘ áp-qí-da-kum,and it was in their presence that I entrusted you the silver.,akkadian-translation.csv
a-wa-at-ni *°i˘-na-me-er,and so our affair was cleared up.,akkadian-translation.csv
i-na 1/3 ma-na 4 G√N [KÙ.B.] ßí-im am-tí-im ßa a-n[a] A-ta-na-ah : a-dí-nu-ßu-ni 4 G√N KÙ.B. a-na A-°hu˘-[qar?] i-dí-in 12 L‰ 1/6 G√N [KÙ.B.] a-na Bé-lúm-ba-ni i-[dí-in],"Of 24 shekels of [silver], the price of the slave-girl, which I had given to Atanah, he gave 4 shekels of silver to Ahu-waqar; 11 5/6 shekels of silver he gave to B£elum-b£ani.",akkadian-translation.csv
a-na °Ku-li-a˘ A-ßur-lá-ma-sí ù A-ßur-lá-ma-sí-ma qí-bi-ma um-ma A-ßur-e-mu-qí a-na A-ßur-lá-ma-sí DUMU Puzur2-ì-lí qí-bi4-ma,"To Kuliya, Aßßur-lamass£È and Aßßur-lamass£È, thus says Aßßur-em£uq£È, to Aßßur-lamass£È, son of Puzur-il£È in particular:",akkadian-translation.csv
KÙ.B. °ß˘a-áß-qí-lá-ßu-°ma˘ Ku-li-a i-pá-ni-ßu-<<nu>> li-ni-iß-a-am,and make him pay the silver and let Kuliya personally! bring it here.,akkadian-translation.csv
um-ma ßu-ut-ma ßa-ku-ul bá-pí-ra-am ßa ßa-ku-ul-tim ú ku-<ku>-ba-tim É °DAM˘.GÀR ni-il5-qé-ma a-na DAM Ili5-ba-ni ni-dí-in,saying: ’All has been consumed’. From a merchant we borrowed beer bread for the banquet and for drinking flasks and we gave them to Il£È-b£ani’s wife.,akkadian-translation.csv
1 1/3 ma-na KÙ.B. i-°na?˘ KÙ.B.-áp A-bu-ßa-lim DUMU E-na-Su-in ßa Hu-ut*-[x (x)] a-na A-na-ah-ì-lí DUMU DÙG-Ωí-lá-A-ßur i-dí-nu-ma †up-pu-ßu ih-ri-mu-ma i-n[a] †up-pí-im ßa ku-nu-uk A-na-ah-ì-lí lu ßu-mì A-b[u-ßa]-/lim ú-du-ú : lu ßu-mì DAM.GÀR ú-du-ú KÙ.B. ú Ωí-ba-sú ßa †up-pí-im ßu-wa-tí A-ßur-ma-lik DUMU Ku-ra-ra Ku-li-a DUMU A-lá-bi4-im ù Íu-Be-lim DUMU Pu-qí-dí ßa ki-ma A-ßur-DÙG ßa-bu-ú,"1 1/3 mina of silver from the silver of Abu-ßalim, son of Ennam-Suen, which Hut..... gave to Anah-il£È, son of Ê£ab-Ωilli-Aßßur, and for which he drew up a valid record and in which tablet, sealed by Anah-il£È, either the name of Abu-ßalim or simply “the creditor” is indicated - with the silver and the interest on it of this tablet Aßßur-m£alik, son of Kurara, Kuliya, son of Al£abum, and Íu-B£elum, son of Puqidi, the representatives of Aßßur-†£ab, have been satisfied.",akkadian-translation.csv
ma-ma-an ha-ra-/an sú-ki-nim e-ma-re sé-er-dam ú-ßé-r[i-ba]-ni-/ma a-ma-kam uß-té-bu-lu˘-ni lu wa-ßí-ib kà-ri-im 1 °ma˘-na-um 3 G√N KÙ.B. ßa-áß-qí-lá-ßu-ma,"Whoever has brought in loaded donkeys via the narrow track in order to do business over there, even when he is a resident of a k£arum, make him pay 3 shekels of silver per mina",akkadian-translation.csv
1 ma-na-um 3 G√N KÙ.B. ßa-du-[a-sú] Ωa-áb-[ta-m]a KÙ.B. °ß˘a-áß-qí-lá-ßu-ma Ku-li-a i-pá-ni-ßu-<<nu>> li-ni-iß-a-am,Charge everybody his ßaddu®utu-tax at a rate of three shekels of silver per mina. and make them pay and let Kuliya personally bring it here.,akkadian-translation.csv
4 G√N KÙ.B. a-na A-°hu˘-[qar?] i-dí-in,he gave 4 shekels of silver to Ahu-waqar,akkadian-translation.csv
1 ma-na KÙ.B. ßí-°im 4?˘*1/2 ma-na AN.NA ßa Bé-lá-num DUMU Íu-Ku-bi4-im a-na Bé-lúm-ba-ni DUMU Íu-ra-ma i-hi-ib-<lu>-ma i-na tù-a-ri-ßu i-na Kà-ni-iß i-ßa-qú-lu A-ßùr-e-mu-qí a-hu-ßu DUMU Íu-ra-ma KÙ.B. il5-qé,"1 mina of silver, the price of 4? 1/2 minas of tin for which B£el£anum, son of Íu-K£ubum, had become indebted to B£elum-b£ani, the son of Íu-rama, and which he would pay upon his return from Kanesh - Aßßur-em£uq£È, his brother, son of Íu-rama, has received that silver.",akkadian-translation.csv
um-ma ßu-u[t]-/ma ú-ha-lá-qú-nu *GA ßa-ni-a-tù i-pì-ßu ßa-°ak˘-na,"He said: ‘He is destroying you….., he has evil intentions!’",akkadian-translation.csv
anse zun li-hu z°a mcc Zuzua,let Zuzua supervise the donkeys,akkadian-translation.csv
a-i-t -tim [s]a-wi ri '°sa te-zi -ba-ni,which are the bracelets that you left behind here?,akkadian-translation.csv
lum-ma wa-ak-lum-ma 2a-na Bu-zu-ta-a'ù Pu-su-ke-en 4qi-bi-ma 5a-na Bu-zu-ta-a 6qi-bi-ma 15 ma-na AN.NA 7ku-nu ki a : Su-Nu-nu 8ub-la-kum : si-im 9AN.NA-ki-a KÙ.B 1°se-bi-lam 11la ta-ba-ta-qam 12IGI A-sùr 13ù i-li-a 14a-kà-ra-ba-ku-nu-ti 15IGI A-sur-dUTU-si NU.BÀNDA 16IGI A-sür-i-mi-ti DUMU A-mur-DINGIR 17IGI A-sùr-en-nam 18DUMU En-um-A-sùr 19AN.NA a-na su-Nu-nu 20ap-oi-id.,"1-4Thus (said) the ruler, speak to Buzutâya and Pnsu-kén, 5-6to Buzutâya: 6""8Sù-Nunu brought 15 minas of tin under my seal to you. 8-10Send me the proceeds of my tin in silver. 11Do not deduct (anything). 12-14I shall pray for you (pl.) in front of Assur and my god. 15Assur-samsi the steward, 16Assur-imitti son of Amur-ili, and 17 18Assur ennam son of Ennum-Assur (were witnesses when) 19-201 entrusted the tin to S ù-Nunu.",akkadian-translation.csv
"a-na gam-ri-im 5ù hu-lu-qa-e sa ILLAT 61-li-a-lim ... 9a-na 30 ma-na ANNA '°sa Ku-na-a : a-na ILLAT ""i li a lim nu-du-a-e 12i-di-u qa-di IT I AT-ma '3a-na a-wi-ti-su '""i-za-su-um",For cost(s) and losses of the ellatum of Ili-Alum (...)- As for the 30 minas of tin about which Kunâya made a memorandum for the ellatum of Ili-Alum: (Elamma)• will guarantee it to him together with the ellatum for his declared value.,akkadian-translation.csv
sû-ba-sà-a ù si it /ar sa a / et-ra-hi a-na DUMU A-sur I ù DUMU Kà-né-es I° la ta-cla-na-sur / a-na Ta al ha /tim / di-na-sur / ti a-sa-ar / ta-dà-na-ni 15 um-ma a-tù-nu-ma / a-na ma-at / Kà-né-e. / a-wi-i15-trim / la tù-ta-ra-nim,"Deprive her of her garment and head-scarf, do not sell her to an Assyrian or Kanesite, sell her to a Talhatite and where you sell (her) you must say: 'Do not bring the woman back to the land of Kanes'",akkadian-translation.csv
dumu-meg é-kcil-la-timk' sa as-ra-nu us-bu ka-lu-su-nu° 1e' sa-al-mu it-ta-al-ku,All the Ekallateans who were residing there are well; they have departed.,akkadian-translation.csv
"ù 16-mes su-nu mi-im-ma û-ul dumu-mes é-kâl-la-tim' is-te 9-en dumu i-su°-in"" ù is-te9 en dumu ap-qi-imk'",These people are in no way citizens of Ekallâtum: one is a citizen of Isin and the other of Apqum.,akkadian-translation.csv
1-en-TA sci-tar 2° TI-t,Each took one (copy of this) document.,akkadian-translation.csv
"Ebe-`°""` sa-ah-ra-am É : sa ki-di [alt-hu-tic i la qé tic ma",The brothers will receive the small house outside the city,akkadian-translation.csv
"i-suk-fi bil-li °HAR.HAR u MUN : mar-tu GIN, im-ba-ri ana sa-ha-hi it-bi",he threw a bundle of thyme and salt at her: the bile began to disappear like the fog.,akkadian-translation.csv
"a-ta is-[tù] 16Lli mi-im I-sd-a I a-df I li-mi-i[m kla qd-tf °>A-sur-SIPA ITU.1.KAM °NIN-«x»-É-GALL["" ""] 18)ku-nu-kam tù-kà-i-il 5 I al-kam I a-ma- U(1] i9)di-in I kà-ri-im ku-nu-kam sa i-q[â-tf-kà] 201sa-db-tù I a-na-ku I d a-ta 21)lu ni-ik-nu-uk-ma I a-na DUMU [um-mi-a]=nim 22>sa a-na a-limé' 23)i-lu-ku I lu ni-ip-qf-id-rna 24)a-na a-lim é' I a-sé-er I a-ha-tf-ni 25)NIN.DINGIR û a-he-e-ni I lu-bi4 i15-ma 26)a-lu-um li-df-in","(it was established that) you were in possession of the seal from the Limmu Isaya to the Limmu after that of Ashur-re'i, month of Belat-ekallim. Come, let me and you, according to the judgment of the Karum, seal the seal that was 'seized' in your hand, entrust it to a financier's employee who is going to the City, so that he may bring it to the City to our sister, the gubabtum-priestess, and our brothers, and then may the City judge our case.",akkadian-translation.csv
"um-ma a-ta-ma 2 ma-na] KÙ.BABBAR / Ébe / nu-a-im a-a[l-qé-ma] [ä-qti-b]u-dc-ur / a-bi4-ni / ag-mu-u[r] w[fa i-n]a mu-a-at / a-bi4-ni / a-t[a] [ù a-na-k]u / ki id la ni / wa-as-ba-ni-[ni-ma] a-nn]a qû-b[u]-û-ur l a-bi,ni l i-na KÙ.BABBAR°[""pa-bi4-ni ma l/2 ma-na 4 GiN KÙ.BABBAR ni ig mu ru-ma / wa-ar-ki-a-ma a-na kà-ri-im / ta-li-ku-ma l/2 ma-na KÙ.BABBAR i-d/-na-ku-ni a-na a-ha-tim a-he-e-ni d tam-kà-ar a-bi,ni ra-pu-dim ta-ti-zi-iz","... and you said: ""[2 minas] of silver I took in the house of an Anatolian and spent it for the burial of our father."" [Although at] the death of our father, you and I, both of us, were present, we spent for the burial of our father from the silver also of our father (only) 1/2 mina 4 shekels of silver, you then went to the Karum after my departure and the Karum gave you 1/2 mina of silver, you began to cause difficulties for the sister, our brothers and the merchant of our father.",akkadian-translation.csv
"ù um-ma a-ta-ma 912 ma-na] KÙ.BABBAR / Ébe / nu-a-im a-a[1-qé-ma] 10>[ä-qti-b]u-dc-ur / a-bi4-ni / ag-mu-u[r] w[fa i-n]a mu-a-at / a-bi 4-ni / a-t[a] 12)[ù a-na-k]u / ki id la ni / wa-as-ba-ni-[ni-ma] ' 31a-n]a qû-b[u]-û-ur l a-bi,ni l i-na KÙ.BABBAR°[""pa-bi4-ni ma l/2 ma-na 4 GiN KÙ.BABBAR 15 ni ig mu ru-ma / wa-ar-ki-a-ma' 6)a-na kà-ri-im / ta-li-ku-ma 17)l/2 ma-na KÙ.BABBAR i-d/-na-ku-ni' 8>a-na a-ha-tim a-he-e-ni / d tam-kà-ar' 9)a-bicni ra-pu-dim I ta-ti-zi-iz","... and you said: '[2 minas] of silver I took in the house of an Anatolian and I spent it for the burial of our father.' [Although at the] death of our father you and I, both of us, were present, we spent for the burial of our father from the silver also of our father (only) 1/2 mina 4 shekels of silver, you then after my departure went to the Kârum and the Kârum gave you 1/2 mina of silver, you began to make difficulties for the sister, our brothers and the merchant of our father.",akkadian-translation.csv
"a-ta is-[tù] 16Lli mi-im I-sd-a I a-df I li-mi-i[m kla qd-tf °>A-sur-SIPA ITU.1.KAM °NIN-«x»-É-GALL["" ""] 18)ku-nu-kam tù-kà-i-il 5","You were in possession of the seal from the eponymy of Isaya until the eponymy following that of Ashshur-re'i, month of Belat-ekallim.",akkadian-translation.csv
i-suk-fi bil-li °HAR.HAR u MUN,he threw a bundle of thyme and salt at her,akkadian-translation.csv
ina lib-bi sa 5 MA.NA KÙ.BABBAR a-ki-i û-il-ti sa ina É.AN.NA ina UGU mdIN.NIN-NUMUN-GAL-si u mdIN.NIN-gEg.MEg-MU e-li-tu mi-ris-tu4 a-ki-i GANBA sa e-bir-17 a-na dGAgAN sâ UNUGI° i-nam-di-nu,"out of it, for 5 minas of silver, according to the promissory note that was produced in the Eanna against Innin-zer-ushabshi and Innin-ahhe-iddin, they will deliver a cargo according to the market of Ebir-nari to the Lady of Uruk",akkadian-translation.csv
"w[fa i-n]a mu-a-at / a-bi 4-ni / a-t[a] 12)[ù a-na-k]u / ki id la ni / wa-as-ba-ni-[ni-ma] ' 31a-n]a qû-b[u]-û-ur l a-bi,ni l i-na KÙ.BABBAR°[""pa-bi4-ni ma 1/2 ma-na 4 GiN KÙ.BABBAR 15 ni ig mu ru-ma / wa-ar-ki-a-ma' 6)a-na kà-ri-im / ta-li-ku-ma 17)l/2 ma-na KÙ.BABBAR i-d/-na-ku-ni' 8>a-na a-ha-tim a-he-e-ni / d tam-kà-ar' 9)a-bicni ra-pu-dim I ta-ti-zi-iz","While at the death of our father you and I, both of us, were present, we spent for the burial of our father from the silver likewise of our father (only) 1/2 mina 4 shekels of silver, you then went after my departure to the Karum and the Karum gave you 1/2 mina of silver, you began to cause difficulties for the sister, our brothers, and the merchant of our father.",akkadian-translation.csv
