transliteration,translation,source_file
'/ DUG bu-uq-lam id-pet-Nu,1/2 jar was converted to malt.,akkadian-translation.csv
'/ DUG bu-uq-lam id-pet-Nu,They converted 1/2 jar into malt.,akkadian-translation.csv
'/3 GIN a-na si-ni-Nu se-né-en a-na a-hi-kà ks-am,1/3 shekel for a pair of shoes I bought for your brother.,akkadian-translation.csv
'/3 GIN a-na si-ni-Nu se-né-en a-na a-hi-kà ks-am,1/3 shekel for a pair of shoes I have bought for your brother.,akkadian-translation.csv
'/3 ma-na 2 'A GIN KÙ.BABBAR i-na âb-na-tf-a i-ta-ak-sû-um sa a-wi-lim al-qé,"1/3 mina 2 1/4 shekels of silver, weighed by my stone weights, I took from the gentleman.",akkadian-translation.csv
'/3 ma-na 2 'A GIN KÙ.BABBAR i-na âb-na-tf-a i-ta-ak-sû-um sa a-wi-lim al-qé,1/3 mana and 2 1/4 shekels of silver from my weights was weighed out to me; I took it from the gentleman.,akkadian-translation.csv
'/3 ma-na 3 '/6 GIN a-na si-im al-pi-ma 6S-qtul,1/3 mina 3 1/6 shekels I paid for the price of the ox.,akkadian-translation.csv
'/3 ma-na 3 '/6 GIN a-na si-im al-pi-ma 6S-qtul,I weighed out 1/3 mina 3 1/6 shekels for the price of oxen.,akkadian-translation.csv
'/3 ma-na 3 '/6 GIN a-na si-im al-pi-ma 6S-qtul,1/3 mana and 3 1/6 shekels was weighed out for the price of an ox.,akkadian-translation.csv
'/3 ma-na 3 GIN ù me-at 14 [...] a-na Ku-ta-lk-nim [fi]-sé-bi4-i15,I brought 1/3 mina 3 shekels and 114 [....] to Kutallanum.,akkadian-translation.csv
'/3 ma-na 3 GIN ù me-at 14 [...] a-na Ku-ta-lk-nim [fi]-sé-bi4-i15,1/3 mina 3 shekels and 114 [....] I have brought to Kutallanum.,akkadian-translation.csv
'/3 ma-na DU10-sf-lk-A-sur i-di-nam,1/3 mina Tab-shil-Ashur gave to me.,akkadian-translation.csv
'/3 ma-na DU10-sf-lk-A-sur i-di-nam,Tab-silla-Assur gave me 1/3 mana.,akkadian-translation.csv
'/3 ma-na KÙ.BABBAR ii-tù Kà-ni-is a-di Wa-fig-ha-ni-a a-Sa bi4-I6-tim a-di-in,I gave 1/3 mina of silver for the porters from Kanish to Wahshania.,akkadian-translation.csv
'/3 ma-na KÙ.BABBAR ii-tù Kà-ni-is a-di Wa-fig-ha-ni-a a-Sa bi4-I6-tim a-di-in,I gave 1/3 mina of silver for the porters from Kanesh to Wahshania.,akkadian-translation.csv
'/3 ma-na KÙ.BABBAR ii-tù Kà-ni-is a-di Wa-fig-ha-ni-a a-Sa bi4-I6-tim a-di-in,I gave 1/3 mina of silver from Kanesh to Wahshania for porterage.,akkadian-translation.csv
'/3 ma-na URUDU ù a-ha-ma 10 GIN URUDU i-na si-ki-i Su-Be-lim ar-ku-ûs,I tied 1/3 mina of copper and extra 10 shekels of copper to the hem of Su-Belum.,akkadian-translation.csv
'/3 ma-na URUDU ù a-ha-ma 10 GIN URUDU i-na si-ki-i Su-Be-lim ar-ku-ûs,1/3 mina of copper and extra 10 shekels of copper I tied in the hem of Su-Belum.,akkadian-translation.csv
'/3 ma-na URUDU ù a-ha-ma 10 GIN URUDU i-na si-ki-i Su-Be-lim ar-ku-ûs,I tied 1/3 mina of copper and separately 10 shekels of copper in PN's hem,akkadian-translation.csv
'/3ma-na 8 GIN si im SIG.HLA a-na Estar- rill-sun ks-qûl,"1/3 mina 8 shekels, the purchase price for wool, I paid to Estar-il-su.",akkadian-translation.csv
'/3ma-na 8 GIN si im SIG.HLA a-na Estar- rill-sun ks-qûl,"I paid 1/3 mina 8 shekels, the purchase price for wool, to Estar-il-su.",akkadian-translation.csv
'/a ma-na *KÙ. *BABBAR a-na 1.6-qé-ep,1/2 mina of silver for Lägep,akkadian-translation.csv
'/a ma-na *KÙ. *BABBAR a-na 1.6-qé-ep,1/2 mina of silver for Lagep,akkadian-translation.csv
'/sma-na URUDU a-na na-gis-ri-im a-di-in,I gave 1/3 mina of copper to the herald.,akkadian-translation.csv
'/sma-na URUDU a-na na-gis-ri-im a-di-in,1/3 mina of copper I gave to the herald.,akkadian-translation.csv
'A GIN 7 1/2 §E a-na bu-sa-lim i-nu-mi me-er-fi a-si-a û-sû-ni,"1/3 shekel 7 1/2 grains for cooked food, when the sons of Sasija left.",akkadian-translation.csv
'A GIN 7 1/2 §E a-na bu-sa-lim i-nu-mi me-er-fi a-si-a û-sû-ni,1/3 shekel 7 1/2 grains for cooked food when the sons of Sasija left.,akkadian-translation.csv
'A GIN Pei-pd-la a-sà-he-er-ti i15-qé,1/4 shekel Pipala took for small wares.,akkadian-translation.csv
'A GIN Pei-pd-la a-sà-he-er-ti i15-qé,Pespola took 1/4 shekel for small items.,akkadian-translation.csv
'A GIN Pei-pd-la a-sà-he-er-ti i15-qé,Peipala took 1/4 shekel for the small items.,akkadian-translation.csv
'h ma-na 2 'h GIN KÙ.BABBAR i-sé-er dIM-ma-lik,1/2 mina 2 1/2 shekels debited to Adad-malik.,akkadian-translation.csv
'h ma-na 2 'h GIN KÙ.BABBAR i-sé-er dIM-ma-lik,1/2 mina 2 1/2 shekels of silver at the expense of Adad-malik.,akkadian-translation.csv
'h ma-na 2 'h GIN KÙ.BABBAR i-sé-er dIM-ma-lik,1/2 mina 2 1/2 shekels to the account of Adad-malik.,akkadian-translation.csv
'h ma-na 2 'h GIN KÙ.BABBAR i-sé-er dIM-ma-lik,1/2 mina 2 1/2 shekels at the expense of Adad-mälik.,akkadian-translation.csv
'ha le ta [ar7] sa lim it-ta-la-ak,Haletar is well; he has departed.,akkadian-translation.csv
'ha le ta [ar7] sa lim it-ta-la-ak,Halêtar is well; he has left.,akkadian-translation.csv
'u tu ù dmarduk li-ri-ba-ku-nu-g i,May Shamash and Marduk reward you!,akkadian-translation.csv
'u tu ù dmarduk li-ri-ba-ku-nu-g i,May Shamash and Marduk replace it for you!,akkadian-translation.csv
"(ina) [be]-tim a-mi-nim TÛGhi-a [i]-ta-ab-su-ni a a-ta, [a-m]a-kam na-ru-qam na-an-si-ma [TUG] h-it-ba-as","Where your father and your grandfather were dressed in garments in this house, then you, there, be the bearer of a naruqqum-contract and be dressed (in this house).",akkadian-translation.csv
"(ina) [be]-tim a-mi-nim TÛGhi-a [i]-ta-ab-su-ni a a-ta, [a-m]a-kam na-ru-qam na-an-si-ma [TUG] h-it-ba-as","In this house, where they were dressed in fabrics, then you, there, be the bearer of a naruqqum-contract and be dressed.",akkadian-translation.csv
"(ina) [be]-tim a-mi-nim TÛGhi-a [i]-ta-ab-su-ni a a-ta, [a-m]a-kam na-ru-qam na-an-si-ma [TUG] h-it-ba-as.","Where your father and your grandfather were clothed with garments in this house, then you, there, be the carrier of a naruqqum-contract, and be clothed (in this house).",akkadian-translation.csv
"(ina) [be]-tim a-mi-nim TÛGhi-a [i]-ta-ab-su-ni a a-ta, [a-m]a-kam na-ru-qam na-an-si-ma [TUG] h-it-ba-as.","Where your father and your grandfather were clothed with textiles in this house, then you, [ov]er there, be the carrier of a naruqqum-contract, and be clothed (in this house).",akkadian-translation.csv
)atr-je-AN.SAR ma-a ki ha-ni-i li-iz-mu-ru DÙG.GA,"Assur says: ""Thus let them sing; it is good!""",akkadian-translation.csv
)atr-je-AN.SAR ma-a ki ha-ni-i li-iz-mu-ru DÙG.GA,Assur says: Let them sing in this way; it is good.,akkadian-translation.csv
*5 TOG SIGstim a-na M-kà ni-di-in,We have given 5 good textiles to Nikka.,akkadian-translation.csv
*5 TOG SIGstim a-na M-kà ni-di-in,5 good textiles we have given to Nikka.,akkadian-translation.csv
*5 TUG SIG5 KI Tù-kà-ils e li tkm it-ba-al,"5 good textiles are at the expense of Tuka'il, (for) he has taken a back-load.",akkadian-translation.csv
*5 TUG SIG5 KI Tù-kà-ils e li tkm it-ba-al,"5 good textiles are at the expense of Tukail, (for) he has taken a top-pack.",akkadian-translation.csv
",§f-ti sû- ba-ti-kà 75 TIJGhi-/a i-Zâ -al-pd i-ba-si-û","The rest of your textiles, namely 75, are in Zalpa.",akkadian-translation.csv
",§f-ti sû- ba-ti-kà 75 TIJGhi-/a i-Zâ -al-pd i-ba-si-û","The rest of your textiles, 75 in number, are in Zalpa.",akkadian-translation.csv
",§f-ti sû- ba-ti-kà 75 TIJGhi-/a i-Zâ -al-pd i-ba-si-û","The rest of your textiles, 75 pieces, are in Zalpa.",akkadian-translation.csv
"0, 0.2 s e .gis . i à tu-sa-bi-lim-ma [x z] I d . d a ah-ru-as",You sent me 2 ban of sesame and I have deducted flour.,akkadian-translation.csv
"0, 0.2 s e .gis . i à tu-sa-bi-lim-ma [x z] I d . d a ah-ru-as",You have sent me 2 ban of sesame and I have deducted flour.,akkadian-translation.csv
"0, 0.2 tam-gur-ti li-pu-ul",He should pay the two seah agreed upon with me!,akkadian-translation.csv
"0, 0.2 tam-gur-ti li-pu-ul",And he shall pay the two seahs of my agreement!,akkadian-translation.csv
"0,I (g u r) g û. g al sà-am-da-a-tim Su-bi-lam",Have one PI of ground peas brought to me!,akkadian-translation.csv
"0,I (g u r) g û. g al sà-am-da-a-tim Su-bi-lam",Have one PI of ground peas brought to me !,akkadian-translation.csv
1 ' GIN.TA i-na ITU.KAM s1-ib-tfim 6-sa-ab,he will add 1 shekel per month as interest.,akkadian-translation.csv
1 ' GIN.TA i-na ITU.KAM s1-ib-tfim 6-sa-ab,He will add 1 shekel per month as interest.,akkadian-translation.csv
1 '/ GIN KÙ.BABBAR sf-im TUG a-na Be-lûm-ba-ni fig-qûl,"1 1/2 shekels of silver, the price for a garment, I paid to Belum-bani.",akkadian-translation.csv
1 '/ GIN KÙ.BABBAR sf-im TUG a-na Be-lûm-ba-ni fig-qûl,"1 1/2 shekels of silver, the price for a cloth, I have paid to Belum-bani.",akkadian-translation.csv
1 '/ GIN KÙ.BABBAR sf-im TUG a-na Be-lûm-ba-ni fig-qûl,"1 1/2 shekels of silver, the price for a piece of cloth, I paid to Belum-bani.",akkadian-translation.csv
1 '/ GIN KÙ.BABBAR sf-im TUG a-na Be-lûm-ba-ni fig-qûl,"I paid 1 1/2 shekels of silver, the price for a fabric, to Belum-bani.",akkadian-translation.csv
1 '/3ma-na URUDU a-na A-lâ-hi-im sa É A-de8-th-at a-di-in,I have given 1 1/3 minas of copper to Alahum from the house of Adad-ellat.,akkadian-translation.csv
1 '/3ma-na URUDU a-na A-lâ-hi-im sa É A-de8-th-at a-di-in,I gave 1 1/3 minas of copper to Alahum from the house of Adad-ellat.,akkadian-translation.csv
1 '/3ma-na URUDU a-na A-lâ-hi-im sa É A-de8-th-at a-di-in,I gave 1 1/3 minas of copper to Alāhum from the house of Adad-ellat.,akkadian-translation.csv
1 'h ma-na KÙ.BABBAR ga-ma-ar-su a-na A-mur-Estar a-dl-in,"1 1/2 minas of silver, his expenses, I gave to Amur-Estar.",akkadian-translation.csv
1 'h ma-na KÙ.BABBAR ga-ma-ar-su a-na A-mur-Estar a-dl-in,"1 1/2 minas of silver, his expenses, I gave to Amur-Istar.",akkadian-translation.csv
1 'h ma-na KÙ.BABBAR ga-ma-ar-su a-na A-mur-Estar a-dl-in,"I gave 1 1/2 minas of silver, his expenses, to Amur-Estar.",akkadian-translation.csv
1 'h ma-na KÙ.BABBAR sa E-na-nim DUMU Su-Hu-bur ra-ku-sà-ni MAN-A-sta la i-di-nam,"1/2 mina of silver, for which Ennanum, son of Su-Hubur is obligated to me, Puzur-Assur did not give to me.",akkadian-translation.csv
1 'h ma-na KÙ.BABBAR sa E-na-nim DUMU Su-Hu-bur ra-ku-sà-ni MAN-A-sta la i-di-nam,"1 mina of silver, for which Ennänum, son of Sü-Hubur, is bound to me, Puzur-Assur did not give to me.",akkadian-translation.csv
"1 .0-it-ra-am sa Za-al pà a-na ,u-A-nim DUMU Lâ-qé-ep a-na ea-ma-tim a-di-in","I gave 1 wrap from Zalpa to Su-Anum, son of Laqep, as merchandise.",akkadian-translation.csv
"1 .0-it-ra-am sa Za-al pà a-na ,u-A-nim DUMU Lâ-qé-ep a-na ea-ma-tim a-di-in","I gave 1 wrap from Zalpa to Su-Anum, son of Lagep, as purchase goods.",akkadian-translation.csv
1 0 40 mann /caspum sa I-ku-pi-a mer A -ta-a 11 i-na K z^ ni iski a-na Pu su ki-in 12 i-hi-ib-lu-ma A-sùr-mu-ta-bil 13 ù Bi-ld-nu-um ra-bi-sic-um 14 kaspam ils-qi-4-ni,"40 minas of silver, with which Ikuppia, the son of Ataa, in Kanesh became indebted to Pusu-ken, and regarding which Assur-muttabil and Belanum, the attorney, took the silver.",akkadian-translation.csv
1 0 40 mann /caspum sa I-ku-pi-a mer A -ta-a 11 i-na K z^ ni iski a-na Pu su ki-in 12 i-hi-ib-lu-ma A-sùr-mu-ta-bil 13 ù Bi-ld-nu-um ra-bi-sic-um 14 kaspam ils-qi-4-ni,"40 minas of silver, with which Ikuppia, the son of Ataa, in Kanish became indebted to Pusu-ken and (concerning which) Assur-muttabil and Belanum, the attorney, took the silver.",akkadian-translation.csv
1 0 40 mann /caspum sa I-ku-pi-a mer A -ta-a 11 i-na K z^ ni iski a-na Pu su ki-in 12 i-hi-ib-lu-ma A-sùr-mu-ta-bil 13 ù Bi-ld-nu-um ra-bi-sic-um 14 kaspam ils-qi-4-ni,"40 minas of silver with which Ikuppia, the son of Ataa, in Kanesh became indebted to Pusu-ken, and regarding which Assur-muttabil and Belanum, the overseer, took the silver.",akkadian-translation.csv
1 1 GIN KÙ.BABBAR a-na a-wi-il5-tim nu-sé-bi4-il5,We have sent 1 1/2 shekels of silver to the lady.,akkadian-translation.csv
1 1 GIN KÙ.BABBAR a-na a-wi-il5-tim nu-sé-bi4-il5,We sent 1 1/2 shekels of silver to the lady.,akkadian-translation.csv
1 1 GIN KÙ.BABBAR a-na a-wi-il5-tim nu-sé-bi4-il5,1 1/2 shekels of silver we have sent to the lady.,akkadian-translation.csv
1 1 ma-na if-ti A-bu-s[a-lim] DUMU Pa-na-kà,"1 1/2 minas are at the expense of Abu-Salim, son of Panaka",akkadian-translation.csv
1 1 ma-na if-ti A-bu-s[a-lim] DUMU Pa-na-kà,"1 1/2 minas at the expense of Abu-Salim, son of Panaka",akkadian-translation.csv
1 1/2 GIN 15 SE a-na Zu-a ni-di-in,1 1/2 shekels 15 grains we gave to Zua.,akkadian-translation.csv
1 1/2 GIN 15 SE a-na Zu-a ni-di-in,We gave 1 1/2 shekels 15 grains to Zua.,akkadian-translation.csv
1 1/2 GIN 15 SE a-na Zu-a ni-di-in,We gave 1 1/2 shekels and 15 grains to Zua.,akkadian-translation.csv
1 1/2 GIN KU.AN is-ra-tim Su-ma-bi4-a DUMU A-sitr-e-li-ti nu-sa-di-ma ku-nu-ke-e sa ka-ri-im Du-ur-hu-mi-it i-na Si-na-hu-tim IGI wa-bar-tim a-na Su-A-nim DUMU lvfi-na-nim it Ma-num-ki-diM ap-qi-id-ma a-na IW-ri-im i-ni-is-u,"We collected 1 l/2 shekels of amutum, the tithe from PN9, and I entrusted it under the seals of the Durhumit Colony in Sinahuttum before the Station to PN 10 and PN II, who are bringing it to the Colony.",akkadian-translation.csv
1 1/2 GIN KU.AN is-ra-tim Su-ma-bi4-a DUMU A-sitr-e-li-ti nu-sa-di-ma ku-nu-ke-e sa ka-ri-im Du-ur-hu-mi-it i-na Si-na-hu-tim IGI wa-bar-tim a-na Su-A-nim DUMU lvfi-na-nim it Ma-num-ki-diM ap-qi-id-ma a-na IW-ri-im i-ni-is-u,"We collected 1 1/2 shekels of amutum, the tithe from PN9, and I entrusted it under the seals of the Durhumit Colony in Sinahuttum before the Station to PN 10 and PN II, who are bringing it to the Colony.",akkadian-translation.csv
1 1/2 GIN KÙ.BABBAR Du-na IR sa A-hu-gar na-6S'-a-ki-na-tf,"Duna, the 'employee' of Ahugar, is on his way to you with 1 1/2 shekels of silver.",akkadian-translation.csv
1 1/2 GIN KÙ.BABBAR Du-na IR sa A-hu-gar na-6S'-a-ki-na-tf,"Duna, the servant of Ahugar, is bringing 1 1/2 shekels of silver to you.",akkadian-translation.csv
1 1/2 GIN KÙ.BABBAR Du-na IR sa A-hu-gar na-6S'-a-ki-na-tf,"(With) 1 1/2 shekels of silver, Duna, the 'employee' of Ahugar, is on his way to you.",akkadian-translation.csv
1 1/2 GIN KÙ.BABBAR Du-na IR sa A-hu-gar na-6S'-a-ki-na-tf,"(With) 1 1/2 shekels of silver, Duna, the 'employee' of Ahugar, is on the way to you.",akkadian-translation.csv
1 1/2 GIN KÙ.BABBAR a-na Iju-ra-sa-nim a-na ni-qé-su a-di-in,I gave 1 1/2 shekels of silver to Hurasanum for his sacrifices.,akkadian-translation.csv
1 1/2 GIN KÙ.BABBAR a-na Iju-ra-sa-nim a-na ni-qé-su a-di-in,1 1/2 shekels of silver I gave to Hurasanum for his offerings.,akkadian-translation.csv
1 1/2 GIN KÙ.BABBAR a-na mu-ha-li-im as-qûl,I paid 1 1/2 shekels of silver for a muhalum.,akkadian-translation.csv
1 1/2 GIN KÙ.BABBAR a-na mu-ha-li-im as-qûl,I paid 1 1/2 shekels of silver for a muhālum.,akkadian-translation.csv
1 1/2 GIN KÙ.BABBAR a-na ra-dé-e sa pa-ni Li-bur-be-li fi-sa-fi-ni a-di-in,I gave 1 1/2 shekels of silver to the escort who was before Libur-beli.,akkadian-translation.csv
1 1/2 GIN KÙ.BABBAR a-na ra-dé-e sa pa-ni Li-bur-be-li fi-sa-fi-ni a-di-in,I have spent 1 1/2 shekels of silver as the hire of the hireling.,akkadian-translation.csv
1 1/2 GIN KÙ.[BABBAR] a-na sh-[ba-tim (?)] fa a-na [....]-ki lfi-bu-fu af-qh-ul,I paid 1 1/2 shekel of silver for garments which were for ... to wear.,akkadian-translation.csv
1 1/2 GIN KÙ.[BABBAR] a-na sh-[ba-tim (?)] fa a-na [....]-ki lfi-bu-fu af-qh-ul,I have paid 1 1/2 shekels of silver for garments that were for ... for wearing.,akkadian-translation.csv
1 1/2 GIN KÙ.[BABBAR] a-na sh-[ba-tim (?)] fa a-na [....]-ki lfi-bu-fu af-qh-ul,I have paid 1 1/2 shekels of silver for garments that were for ... to wear.,akkadian-translation.csv
1 1/2 GIN a-na DUMU Sfi-ti-a a-di-in,I gave 1 1/2 shekels to the son of Sutiya.,akkadian-translation.csv
1 1/2 GIN a-na DUMU Sfi-ti-a a-di-in,1 1/2 shekels I gave to the son of Sutiya.,akkadian-translation.csv
1 1/2 GIN a-na ig-re ag-ri-im a-di-in,I gave 1 1/2 shekels for the wages of the hired man.,akkadian-translation.csv
1 1/2 GIN a-na ig-re ag-ri-im a-di-in,I gave 1 1/2 shekels for the wages of a hired man.,akkadian-translation.csv
1 1/2 GIN a-na ig-re ag-ri-im a-di-in,I gave 1 1/2 shekels for the wages of a hireling.,akkadian-translation.csv
1 1/2 GIN i-nu-mi Lu-zi-na a-na É Is-ha-ra e-li-a û-sé-bi4-il5-su-um,I sent him 1 1/2 shekels when Luzina went up to the temple of Ishara.,akkadian-translation.csv
1 1/2 GIN i-nu-mi Lu-zi-na a-na É Is-ha-ra e-li-a û-sé-bi4-il5-su-um,I sent 1 1/2 shekels to him when Luzina went up to the temple of Ishara.,akkadian-translation.csv
1 1/2 GIN.TA a-di sf-ni-su a-na Da-da-a-a ni-qf-am. a-di-in,I gave 1 1/2 shekels of silver each twice to Dādāya as an offering.,akkadian-translation.csv
1 1/2 GIN.TA a-di sf-ni-su a-na Da-da-a-a ni-qf-am. a-di-in,I gave 1 1/2 shekels each twice to Dādāya as an offering.,akkadian-translation.csv
1 1/2 GIN.TA a-di sf-ni-su a-na Da-da-a-a ni-qf-am. a-di-in,I gave 1 1/2 shekels of silver each twice to Dadaya as an offering.,akkadian-translation.csv
1 1/2 GUN KÙ.BABBAR qa-lu-û kâ mEN-stic-nu A-fa kâ 2 mdEN-û-sur-sû ina muh-hi mSâ-du-ni ù mNi-din-tum- dEN 3 DUMU.MES sa mdEN SES MU,"1-3 1/2 talent of fine silver is owed to Bélsunu, son of B61-usursu, by Sadûni and Nidintu-Bél, sons of Bél-ah-iddin.",akkadian-translation.csv
1 1/2 GUN KÙ.BABBAR qa-lu-û kâ mEN-stic-nu A-fa kâ 2 mdEN-û-sur-sû ina muh-hi mSâ-du-ni ù mNi-din-tum- dEN 3 DUMU.MES sa mdEN SES MU,"1 1/2 talent of fine silver is owed to Bélsunu, son of B61-usursu, by Sadûni and Nidintu-Bél, sons of Bél-ah-iddin.",akkadian-translation.csv
1 1/2 GÍN AN.NA ša ha-ṭí-šu,1 1/2 shekels of tin (for) his staff-bearer.,akkadian-translation.csv
1 1/2 GÍN AN.NA ša ha-ṭí-šu,1 1/2 shekels of tin to his staff holder.,akkadian-translation.csv
1 1/2 GÍN KÙ.BABBAR a-na ra-dí-e ša pá-ni Li-bur-be-lí ú-ṣú-ú-ni a-dí-in,I paid 1 1/2 shekels of silver for the guides who went out before Libir-Beli.,akkadian-translation.csv
1 1/2 GÍN KÙ.BABBAR a-na ra-dí-e ša pá-ni Li-bur-be-lí ú-ṣú-ú-ni a-dí-in,I paid 1½ shekel of silver for the guides who went out before Libur-Beli.,akkadian-translation.csv
1 1/2 GÙ URUDU SIG5 i-sé-er I-ri-si-im DUMU A-ah-dUTU dIM-sa-lu-li DUMU Ku-us-ku-si-im i-su,"Adad-sululi, son of Kuskusum, has 1 1/2 talents of good copper against Irisum, son of Ah-Shamash.",akkadian-translation.csv
1 1/2 GÙ URUDU SIG5 i-sé-er I-ri-si-im DUMU A-ah-dUTU dIM-sa-lu-li DUMU Ku-us-ku-si-im i-su,"Adad-sululi, son of Kuskusum, has 1 1/2 biltum of good quality copper owed by Irisum, son of Ah-Shamash.",akkadian-translation.csv
1 1/2 GÙ URUDU SIG5 i-şé-er I-ri-si-im DUMU A-ah-dUTU dIM-şıi-lu-li DUMU Ku-ui-ku-st-im i-su,Adad-shululi son of Kuskusum has 1 1/2 talents of good copper from Irisum son of Ah-Shamash.,akkadian-translation.csv
1 1/2 GÙ URUDU SIG5 i-şé-er I-ri-si-im DUMU A-ah-dUTU dIM-şıi-lu-li DUMU Ku-ui-ku-st-im i-su,Adad-shululi son of Kuskusum has 1 1/2 talents of good (quality) copper against Irisum son of Ah-Shamash.,akkadian-translation.csv
