transliteration,translation,source_file
1.5 GÍN KÙ.BABBAR a-na a-šur-ma-lik,1.5 shekel of silver for Aššur-malik;,train_dataset_w_most_sources.csv
1.5 GÍN KÙ.BABBAR a-na pu-šu-ki-in,1.5 shekel of silver for Pūšu-kēn;,phucthaiv02_oa_sentences.csv
1.5 GÍN KÙ.BABBAR a-na pu-šu-ki-in,1.5 shekel of silver for Pūšu-kēn;,train_dataset_w_most_sources.csv
1.5 GÍN KÙ.BABBAR a-šu-mì a-zu e-mì-šu ša a-lu-wa mu-ṭá-e ú-ra-dí,"1.5 shekel of silver, underweight, I added in the name of Azu the brother-in-law of Aluwa.",phucthaiv02_oa_sentences.csv
1.5 GÍN KÙ.BABBAR a-šu-mì a-zu e-mì-šu ša a-lu-wa mu-ṭá-e ú-ra-dí,"1.5 shekel of silver, underweight, I added in the name of Azu the brother-in-law of Aluwa.",train.csv
1.5 GÍN KÙ.BABBAR a-šu-mì a-zu e-mì-šu ša a-lu-wa mu-ṭá-e ú-ra-dí,"1.5 shekel of silver, underweight, I added in the name of Azu the brother-in-law of Aluwa.",train_dataset_w_most_sources.csv
1.5 GÍN KÙ.BABBAR ta-áš-me-tum,1.5 shekel of silver: Tašmētum.,phucthaiv02_oa_sentences.csv
1.5 GÍN KÙ.BABBAR ta-áš-me-tum,1.5 shekel of silver: Tašmētum.,train_dataset_w_most_sources.csv
1.5 ma-na KÙ.BABBAR en-um-a-šùr DUMU ša-lim-a-šur a-na šu-IŠTAR DUMU šu-ki-tim i-nu-mì a-na a-lim{ki} i-lu-ku i-da-šu-ma 3 ma-na KÙ.BABBAR ṣa-ru-pá-am i-na tù-wa-ri-šu šu-IŠTAR a-na en-um-a-šùr i-ša-qal IGI šu-ma-bi-a DUMU a-mu-ra-a IGI la-qé-ep DUMU šu-a-šùr,"Ennam-Aššur son of Šalim-Aššur will give 1.5 mina of silver to Šu-Ištar son of Šukkutum when he goes to the City, and on his return Šu-Ištar will pay 3 minas of refined silver to Ennam-Aššur. Witnessed by Šumi-abiya son of Amuraya, by Lā-qēp son of Šu-Aššur.",train.csv
1.5 ma-na KÙ.BABBAR en-um-a-šùr DUMU ša-lim-a-šur a-na šu-IŠTAR DUMU šu-ki-tim i-nu-mì a-na a-lim{ki} i-lu-ku i-da-šu-ma 3 ma-na KÙ.BABBAR ṣa-ru-pá-am i-na tù-wa-ri-šu šu-IŠTAR a-na en-um-a-šùr i-ša-qal IGI šu-ma-bi-a DUMU a-mu-ra-a IGI la-qé-ep DUMU šu-a-šùr,"Ennam-Aššur son of Šalim-Aššur will give 1.5 mina of silver to Šu-Ištar son of Šukkutum when he goes to the City, and on his return Šu-Ištar will pay 3 minas of refined silver to Ennam-Aššur. Witnessed by Šumi-abiya son of Amuraya, by Lā-qēp son of Šu-Aššur.",train_dataset_w_most_sources.csv
1.5 ma-na KÙ.BABBAR i-na mì-ší-tim 0.6666 ma-na 5 GÍN i šál-ša-tim ša ILLAT-at a-šùr-kàr-wa ù a-šur-i-mì-tí ad-ma-ku,I am entitled to a share of 1.5 mina of silver in the holding (and) to 45 shekels of in the one-third parts of the caravan of Aššur-karwa and Aššur-imittī.,train.csv
1.5 ma-na KÙ.BABBAR i-na mì-ší-tim 0.6666 ma-na 5 GÍN i šál-ša-tim ša ILLAT-at a-šùr-kàr-wa ù a-šur-i-mì-tí ad-ma-ku,I am entitled to a share of 1.5 mina of silver in the holding and to 45 shekels of in the one-third parts of the caravan of Aššur-karwa and Aššur-imittī.,train_dataset_w_most_sources.csv
10 G,Suen-r,akkadian-translation.csv
10 G,he must pay 10 shekels of silver here.,phucthaiv02_oa_sentences.csv
10 G,"10 shekels of silver I gave to Iddin-Suen, son of Ennānum.",phucthaiv02_oa_sentences.csv
10 GÍN AN.NA i-na li-bi₄ be-lá-nim a-dí-in,I gave 10 shekels of tin to Bēlānum's possession.,phucthaiv02_oa_sentences.csv
10 GÍN AN.NA i-na li-bi₄ be-lá-nim a-dí-in,I gave 10 shekels of tin to Bēlānum's possession.,train.csv
10 GÍN KÙ.BABBAR a-na a-dí-da a-dí-in IGI id-na-a IGI <gap>-bi-a,10 shekels of silver I gave to Adida.,train.csv
10 GÍN KÙ.BABBAR a-na a-dí-da a-dí-in IGI id-na-a IGI <gap>-bi-a,10 shekels of silver I gave to Adida. Witnessed by Idnāya <gap>-biya,train_dataset_w_most_sources.csv
10 GÍN KÙ.BABBAR a-na i-dí-sú-en DUMU en-na-ni-im a-dí-in,"10 shekels of silver I gave to Iddin-Suen, son of Ennānum.",train.csv
10 GÍN KÙ.BABBAR a-na i-dí-sú-en DUMU en-na-ni-im a-dí-in,"10 shekels of silver I gave to Iddin-Suen, son of Ennānum.",train_dataset_w_most_sources.csv
10 GÍN KÙ.BABBAR ša a-lá-ḫi-im i li-be a-ni-na,10 shekels of silver belonging to Ali-ahum is owed by Annina.,phucthaiv02_oa_sentences.csv
10 GÍN KÙ.BABBAR ša a-lá-ḫi-im i li-be a-ni-na,10 shekels of silver belonging to Ali-ahum is owed by Annina.,train.csv
11 GÍN KÙ.BABBAR ša a-mur-IŠTAR KI en-um-a-šùr i-ba-ší IGI a-šùr-ba-ni,11 shekels of silver belonging to Amur-Ištar is owed by Ennam-Aššur. Witnessed by Aššur-bāni.,train.csv
11 GÍN KÙ.BABBAR ša a-mur-IŠTAR KI en-um-a-šùr i-ba-ší IGI a-šùr-ba-ni,11 shekels of silver belonging to Amur-Ištar is owed by Ennam-Aššur. Witnessed by Aššur-bāni.,train_dataset_w_most_sources.csv
11 na-ru-qá-tum na-ṣí-a-tum 9 e-ba-al sí-kà-tim <gap>,"11 torn(?) sacks, 9 ropes with pegs <gap>",train.csv
11 na-ru-qá-tum na-ṣí-a-tum 9 e-ba-al sí-kà-tim <gap>,"11 torn? sacks, 9 ropes with pegs <gap>",train_dataset_w_most_sources.csv
12 GÍN KÙ.BABBAR ṣí-ba-at 2 ma-na KÙ.BABBAR i li-bi tù-um-li-a-i-im,"12 shekels of silver, the interest on 2 minas of silver, is owed by the man from Tumliya.",phucthaiv02_oa_sentences.csv
12 GÍN KÙ.BABBAR ṣí-ba-at 2 ma-na KÙ.BABBAR i li-bi tù-um-li-a-i-im,"12 shekels of silver, the interest on 2 minas of silver, is owed by the man from Tumliya.",train.csv
12 GÍN KÙ.BABBAR ṣí-ba-at 2 ma-na KÙ.BABBAR i li-bi tù-um-li-a-i-im,"12 shekels of silver, the interest on 2 minas of silver, is owed by the man from Tumliya.",train_dataset_w_most_sources.csv
12 GÍN KÙ.BABBAR ṣí-ba-at 8 ma-na KÙ.BABBAR i-li-ik,12 shekels of silver became the interest on 8 minas of silver.,phucthaiv02_oa_sentences.csv
12 GÍN KÙ.BABBAR ṣí-ba-at 8 ma-na KÙ.BABBAR i-li-ik,12 shekels of silver became the interest on 8 minas of silver.,train.csv
12 GÍN KÙ.BABBAR ṣí-ba-at 8 ma-na KÙ.BABBAR i-li-ik,12 shekels of silver became the interest on 8 minas of silver.,train_dataset_w_most_sources.csv
15 GÍN AN.NA a-na e-ri-qí-im áš-qúl,I paid 15 shekels of tin for a wagon.,akkadian-translation.csv
15 GÍN AN.NA a-na e-ri-qí-im áš-qúl,I paid 15 shekels of tin for the wagon.,phucthaiv02_oa_sentences.csv
15 ma-na URUDU ma-sí-um i li-bi a-šur-kà-ší-id DUMU ik-ra-a,15 minas of washed copper is owed by Aššur-kāšid son of Ikraya.,phucthaiv02_oa_sentences.csv
15 ma-na URUDU ma-sí-um i li-bi a-šur-kà-ší-id DUMU ik-ra-a,15 minas of washed copper is owed by Aššur-kāšid son of Ikraya.,train_dataset_w_most_sources.csv
16 GÚ 13 ma-na URUDU SIG₅ ŠÀ.BA 6 GÚ 40 ma-na URUDU SIG₅ ší-im KÙ.BABBAR iš-tí ì-lí-dan a-ba-ba ra-bi₄-ṣú-um ù a-lá-ḫu-um il₅-qé,"The attorney Ababa and Ali-ahum received 16 talents 13 minas of good copper; thereof 6 talents 40 minas of good copper, the price of silver - from Ilī-dan.",phucthaiv02_oa_sentences.csv
16 GÚ 13 ma-na URUDU SIG₅ ŠÀ.BA 6 GÚ 40 ma-na URUDU SIG₅ ší-im KÙ.BABBAR iš-tí ì-lí-dan a-ba-ba ra-bi₄-ṣú-um ù a-lá-ḫu-um il₅-qé,"The attorney Ababa and Ali-ahum received 16 talents 13 minas of good copper; thereof 6 talents 40 minas of good copper, the price of silver - from Ilī-dan.",train.csv
18 ma-na AN.NA 10 ma-na.TA 4 ma-na LÁ 15 GÍN 9 ma-na.TA ta-dí-in,"18 minas of tin were sold at 10 minas each, 4 minas less 15 shekels at 9 minas each.",akkadian-translation.csv
18 ma-na AN.NA 10 ma-na.TA 4 ma-na LÁ 15 GÍN 9 ma-na.TA ta-dí-in,"18 minas of tin at 10 minas each, and 4 minas less 15 shekels at 9 minas each were sold;",phucthaiv02_oa_sentences.csv
2 G,"Aššur-taklaku son of Kartaya leads 2 talents of tin and 11 textiles (on) one black donkey to you. He did not enter Kaneš, but from Zalpa he went (via) the Narrow Track.",akkadian-translation.csv
2 G,the interest is two shekels of silver per month,akkadian-translation.csv
2 G,He took 2 shekels per mina as deducted amounts.,phucthaiv02_oa_sentences.csv
2 G,he will add interest at the rate of 2 shekels (per mina) per month.,phucthaiv02_oa_sentences.csv
2 G,2 shekels of silver are in the possession of our own Šu-Ištar.,phucthaiv02_oa_sentences.csv
2 G,"2 talents 13 minas of copper with Ilĥ-bāni, son of Ibni-ilĥ.",phucthaiv02_oa_sentences.csv
2 GÍN KÙ.BABBAR i-nu-mì ma-nu-ba-al-ma-a-šur a-ša-sú e-hu-zu a-dí-in,I gave 2 shekels of silver when Mannum-balum-Aššur married his wife.,phucthaiv02_oa_sentences.csv
2 GÍN KÙ.BABBAR i-nu-mì ma-nu-ba-al-ma-a-šur a-ša-sú e-hu-zu a-dí-in,I gave 2 shekels of silver when Mannum-balum-Aššur married his wife.,train_dataset_w_most_sources.csv
2 TÚG ša DAM.MÍ kur-ub-IŠTAR a-na a-šur-ma-lik a-dí-in,I gave 2 textiles of the wife of Kurub-Ištar to Aššur-malik.,phucthaiv02_oa_sentences.csv
2 TÚG ša DAM.MÍ kur-ub-IŠTAR a-na a-šur-ma-lik a-dí-in,Two textiles of the wife,train.csv
2 TÚG ša DAM.MÍ kur-ub-IŠTAR a-na a-šur-ma-lik a-dí-in,"Two textiles of the wife, Kurub-Ištar gave to Aššur-malik.",train_dataset_w_most_sources.csv
2 ma-na KÙ.BABBAR a ba-zi-a 1 ma-na KÙ.BABBAR ù ṣí-ba-sú ša dan-a-šur 1 ma-na KÙ.BABBAR É kà-ri-im 0.5 ma-na KÙ.BABBAR wa-wa-li a-šur-i-mì-tí ŠÀ.BA 2.5 ma-na 0.5 GÍN KÙ.BABBAR ir-ma-a-šur i-lá-qé mì-ma a-nim a-na ir-ma-a-šur e-zi-ib IGI šu-IŠTAR DUMU da-da-nim IGI sà-ba-sí-a,"2 minas of silver for Baziya; 1 mina of silver with the interest on it of Dān-Aššur; 1 mina of silver of the colonial office; 0.5 mina of silver Wawali (and) Aššur-imittī - Of this Ir'am-Aššur will take 2 minas 30.5 shekels of silver. All this I left to Ir'am-Aššur, in the presence of Šu-Ištar, son of Dadānum, and of Sabasiya.",train.csv
2 ma-na KÙ.BABBAR a ba-zi-a 1 ma-na KÙ.BABBAR ù ṣí-ba-sú ša dan-a-šur 1 ma-na KÙ.BABBAR É kà-ri-im 0.5 ma-na KÙ.BABBAR wa-wa-li a-šur-i-mì-tí ŠÀ.BA 2.5 ma-na 0.5 GÍN KÙ.BABBAR ir-ma-a-šur i-lá-qé mì-ma a-nim a-na ir-ma-a-šur e-zi-ib IGI šu-IŠTAR DUMU da-da-nim IGI sà-ba-sí-a,"2 minas of silver for Baziya; 1 mina of silver with the interest on it of Dān-Aššur; 1 mina of silver of the colonial office; 0.5 mina of silver Wawali and Aššur-imittī - Of this Iram-Aššur will take 2 minas 30.5 shekels of silver. All this I left to Iram-Aššur, in the presence of Šu-Ištar, son of Dadānum, and of Sabasiya.",train_dataset_w_most_sources.csv
2 ú-kà-pu-ú e-dí-ú tum ša iš-tí du-du-ú a-na kà-ar-pá-at ú na-bi-it ṭá-áb-tim al-qé-ú ù e-ma-sú-um ša 10 qé-e iš-tí en-um-a-šùr DUMU ší-ip-ri-im i-na té-ga-ra-ma i-ba-ší 0.5 GÍN KÙ.BABBAR ša {d}UTU-ba-ni i li-bi a-sà-nim 1 GÍN KÙ.BABBAR i tù-a-ri-šu i-da-šum,"2 <gap> saddlecloths which I acquired from Dudu for one jar and a <gap> of salt. And one emasum with a capacity of 10 quarts is with Ennum-Assur, the son of the messenger, in Tegarama. 0.5 shekel of silver of Samas-bani is due from Asanum, when he comes back he will give him 1 shekel of silver.",train.csv
2 ú-kà-pu-ú e-dí-ú tum ša iš-tí du-du-ú a-na kà-ar-pá-at ú na-bi-it ṭá-áb-tim al-qé-ú ù e-ma-sú-um ša 10 qé-e iš-tí en-um-a-šùr DUMU ší-ip-ri-im i-na té-ga-ra-ma i-ba-ší 0.5 GÍN KÙ.BABBAR ša {d}UTU-ba-ni i li-bi a-sà-nim 1 GÍN KÙ.BABBAR i tù-a-ri-šu i-da-šum,"2 <gap> saddlecloths which I acquired from Dudu for one jar and a <gap> of salt. And one emasum with a capacity of 10 quarts is with Ennum-Assur, the son of the messenger, in Tegarama. 0.5 shekel of silver of Samas-bani is due from Asanum, when he comes back he will give him 1 shekel of silver.",train_dataset_w_most_sources.csv
23.5 GÚ SÍG.HI.A 66 maš-ku 10 ANŠE ṣa-lá-mu ú ú-nu-sú-nu 25 TÚG.HI.A mì-ma a-nim i ša-ni-tim šé-pí-šu-nu,"23.5 talents of wool, 66 fleeces, 10 black donkeys and their harness, 25 textiles - all this in their second transport.",phucthaiv02_oa_sentences.csv
23.5 GÚ SÍG.HI.A 66 maš-ku 10 ANŠE ṣa-lá-mu ú ú-nu-sú-nu 25 TÚG.HI.A mì-ma a-nim i ša-ni-tim šé-pí-šu-nu,"23.5 talents of wool, 66 fleeces, 10 black donkeys plus their harness, 25 textiles - all this in their second transport.",train_dataset_w_most_sources.csv
25 ma-na URUDU SIG₅ KI i-ku-pì-a DUMU i-ku-pì-a,25 minas of good copper owed by Ikūn-pīya son of Ikūn-pīya.,phucthaiv02_oa_sentences.csv
25 ma-na URUDU SIG₅ KI i-ku-pì-a DUMU i-ku-pì-a,25 minas of good copper owed by Ikūn-pīya son of Ikūn-pīya.,train.csv
3 GÍN KÙ.BABBAR i li-be ṣú-li-a a-lá-hu-um i-šu,Ṣulliya owes 3 shekels of silver to Ali-ahum.,phucthaiv02_oa_sentences.csv
3 GÍN KÙ.BABBAR i li-be ṣú-li-a a-lá-hu-um i-šu,Ṣulliya owes 3 shekels of silver to Ali-ahum.,train_dataset_w_most_sources.csv
30 ma-na URUDU ší-ku-um ú 2 GÍN KÙ.BABBAR ṣa-ru-pu-um i-na li-bi e-la-lí DUMU kàr-wa i-na ŠÀ.BA 1 ma-na AN.NA ki-ma 18 ma-na i-dí-nam,30 minas of šikku-copper and 2 shekels of refined silver is owed by Elāli son of Karwaya.,train.csv
30 ma-na URUDU ší-ku-um ú 2 GÍN KÙ.BABBAR ṣa-ru-pu-um i-na li-bi e-la-lí DUMU kàr-wa i-na ŠÀ.BA 1 ma-na AN.NA ki-ma 18 ma-na i-dí-nam,30 minas of šikku-copper and 2 shekels of refined silver is owed by Elāli son of Karwaya.,train_dataset_w_most_sources.csv
4 GÍN KÙ.BABBAR a-na a-ša-at a-mur-IŠTAR a-dí-in,I gave 4 shekels of silver to Amur-Ištar's wife.,phucthaiv02_oa_sentences.csv
4 GÍN KÙ.BABBAR a-na a-ša-at a-mur-IŠTAR a-dí-in,I gave 4 shekels of silver to Amur-Ištar's wife.,train.csv
4 GÍN KÙ.BABBAR a-na a-ša-at a-mur-IŠTAR a-dí-in,I gave 4 shekels of silver to Amur-Ištars wife.,train_dataset_w_most_sources.csv
4 GÍN KÙ.BABBAR i-nu-mì ku-da-tum a-na a-lim{ki} i-li-ku ak-ru-ub-šu-um,When Kudātum went to the City I dedicated 4 shekels of silver as a blessing for him.,train.csv
4 GÍN KÙ.BABBAR i-nu-mì ku-da-tum a-na a-lim{ki} i-li-ku ak-ru-ub-šu-um,When Kudātum went to the City I dedicated 4 shekels of silver as a blessing for him.,train_dataset_w_most_sources.csv
4.5 GÍN KÙ.BABBAR a-na ša da-tí-šu a-na a-lu-wa a-dí-in,I gave 4.5 shekels of silver for the payment of his fees to Aluwa.,train.csv
4.5 GÍN KÙ.BABBAR a-na ša da-tí-šu a-na a-lu-wa a-dí-in,I gave 4.5 shekels of silver for the payment of his fees to Aluwa.,train_dataset_w_most_sources.csv
5 GÍN KÙ.BABBAR ša ší-im 2 UDU iš-tí PUZUR₄-e-nam,Puzur-Ennam owes 5 shekels of silver for the price of 2 sheep.,phucthaiv02_oa_sentences.csv
5 GÍN KÙ.BABBAR ša ší-im 2 UDU iš-tí PUZUR₄-e-nam,5 shekels of silver from the price of 2 sheep is owed by Puzur-Ennam.,train.csv
5 na-ru-uq lu ŠE um lu ar-ša-tum ša a-we-el-tum i-ta-dí-nu-ma 1 ma-na KÙ.BABBAR a-lá-ḫu-um il₅-qé,"For 5 sacks, both barley and wheat, which the lady delivered, Ali-ahum received 1 mina of silver.",phucthaiv02_oa_sentences.csv
5 na-ru-uq lu ŠE um lu ar-ša-tum ša a-we-el-tum i-ta-dí-nu-ma 1 ma-na KÙ.BABBAR a-lá-ḫu-um il₅-qé,"For 5 sacks, both barley and wheat, which the lady delivered, Ali-ahum received 1 mina of silver.",train.csv
5.5 ma-na URUDU SIG₅ a-na a-we-el-tim tù-um-li-a-tim wa-al-dí-DINGIR ú-bi-il₅,Waldi-ilum brought 5.5 minas of good copper to the lady from Tumliya.,phucthaiv02_oa_sentences.csv
5.5 ma-na URUDU SIG₅ a-na a-we-el-tim tù-um-li-a-tim wa-al-dí-DINGIR ú-bi-il₅,Waldi-ilum brought 5.5 minas of good copper to the lady from Tumliya.,train.csv
6 GÍN KÙ.BABBAR a-šu-mì a-ší-it GAL ṣa-bi₄-im lu-lu ša-bu,"Lulu has been paid 6 shekels of silver in the name of Ašēt, the Chief of soldiers.",phucthaiv02_oa_sentences.csv
6 GÍN KÙ.BABBAR a-šu-mì a-ší-it GAL ṣa-bi₄-im lu-lu ša-bu,"Lulu has been paid 6 shekels of silver in the name of Ašet, the Chief of soldiers.",train.csv
6 ku-ta-nu ša DAM.GÀR,6 kutānus belonging to the merchant.,phucthaiv02_oa_sentences.csv
6 ku-ta-nu ša DAM.GÀR,6 kutānus belonging to a merchant.,train.csv
6 ku-ta-nu ša DAM.GÀR,6 kutānus belonging to a merchant.,train_dataset_w_most_sources.csv
6.3333 ma-na URUDU ú 0.3333 ma-na AN.NA KI a-šur-ták-lá-ku 2 ma-na LÁ 5 GÍN URUDU iš-tí šu-ku-bi-im,6.3333 minas of copper and 0.3333 mina of tin is in Aššur-taklāku's possession. 2 minas less 5 shekels of copper is in Šu-Kūbum's possession.,train.csv
6.3333 ma-na URUDU ú 0.3333 ma-na AN.NA KI a-šur-ták-lá-ku 2 ma-na LÁ 5 GÍN URUDU iš-tí šu-ku-bi-im,6.3333 minas of copper and 0.3333 mina of tin is in Aššur-taklākus possession. 2 minas less 5 shekels of copper is in Šu-Kūbums possession.,train_dataset_w_most_sources.csv
64 e-ma-ru ú-nu-sú-nu,64 donkeys and their harness,akkadian-translation.csv
64 e-ma-ru ú-nu-sú-nu,64 donkeys and their harness;,phucthaiv02_oa_sentences.csv
7.25 GÍN KÙ.BABBAR té-ṣú-bu bi-il₅-tám ik-šu-ud,The additions amounted to 7.25 shekels of silver per talent.,phucthaiv02_oa_sentences.csv
7.25 GÍN KÙ.BABBAR té-ṣú-bu bi-il₅-tám ik-šu-ud,The additions amounted to 7 1 / 4 shekels of silver per talent.,train.csv
